Kernel,Machine&Compiler,DataType,Baseline tag,openSource,time phase,Matrix-all,Matrix,Time
GeneralSparse,NVIDIA GeForce RTX 5090 / CUDA 12.9,float,F,T,solve_only,1.084456846,rbsa480,0.004094800000
cuSPARSE,NVIDIA GeForce RTX 5090 / CUDA 12.9,float,T,T,solve_only,1,flower_4_4,0.01023540000
GeneralSparse,NVIDIA GeForce RTX 5090 / CUDA 12.9,float,F,T,solve_only,1.084456846,flower_4_4,0.003684000000
cuSPARSE,NVIDIA GeForce RTX 5090 / CUDA 12.9,float,T,T,solve_only,1,rgg_n_2_20_s0,0.03070680000
GeneralSparse,NVIDIA GeForce RTX 5090 / CUDA 12.9,float,F,T,solve_only,1.084456846,rgg_n_2_20_s0,0.03688420000
cuSPARSE,NVIDIA GeForce RTX 5090 / CUDA 12.9,float,T,T,solve_only,1,wikipedia-20061104,0.4814170000
GeneralSparse,NVIDIA GeForce RTX 5090 / CUDA 12.9,float,F,T,solve_only,1.084456846,wikipedia-20061104,1.279184000
cuSPARSE,NVIDIA GeForce RTX 5090 / CUDA 12.9,float,T,T,solve_only,1,rbsb480,0.008194600000
GeneralSparse,NVIDIA GeForce RTX 5090 / CUDA 12.9,float,F,T,solve_only,1.084456846,rbsb480,0.004094800000
cuSPARSE,NVIDIA GeForce RTX 5090 / CUDA 12.9,float,T,T,solve_only,1,wikipedia-20070206,0.5484960000
GeneralSparse,NVIDIA GeForce RTX 5090 / CUDA 12.9,float,F,T,solve_only,1.084456846,wikipedia-20070206,1.354220000
cuSPARSE,NVIDIA GeForce RTX 5090 / CUDA 12.9,float,T,T,solve_only,1,Hardesty1,0.02591640000
GeneralSparse,NVIDIA GeForce RTX 5090 / CUDA 12.9,float,F,T,solve_only,1.084456846,Hardesty1,0.02253400000
cuSPARSE,NVIDIA GeForce RTX 5090 / CUDA 12.9,float,T,T,solve_only,1,TSOPF_RS_b39_c7_b,0.02112080000
GeneralSparse,NVIDIA GeForce RTX 5090 / CUDA 12.9,float,F,T,solve_only,1.084456846,TSOPF_RS_b39_c7_b,0.003639400000
cuSPARSE,NVIDIA GeForce RTX 5090 / CUDA 12.9,float,T,T,solve_only,1,wb-edu,0.3473296000
GeneralSparse,NVIDIA GeForce RTX 5090 / CUDA 12.9,float,F,T,solve_only,1.084456846,wb-edu,1.190248000
cuSPARSE,NVIDIA GeForce RTX 5090 / CUDA 12.9,float,T,T,solve_only,1,road_usa,0.5059022000
GeneralSparse,NVIDIA GeForce RTX 5090 / CUDA 12.9,float,F,T,solve_only,1.084456846,road_usa,0.9277800000
cuSPARSE,NVIDIA GeForce RTX 5090 / CUDA 12.9,float,T,T,solve_only,1,TSOPF_RS_b39_c19_b,0.04095300000
GeneralSparse,NVIDIA GeForce RTX 5090 / CUDA 12.9,float,F,T,solve_only,1.084456846,TSOPF_RS_b39_c19_b,0.003188800000
cuSPARSE,NVIDIA GeForce RTX 5090 / CUDA 12.9,float,T,T,solve_only,1,GAP-road,0.5060720000
GeneralSparse,NVIDIA GeForce RTX 5090 / CUDA 12.9,float,F,T,solve_only,1.084456846,GAP-road,0.9278480000
cuSPARSE,NVIDIA GeForce RTX 5090 / CUDA 12.9,float,T,T,solve_only,1,higgs-twitter_reply,0.04505920000
GeneralSparse,NVIDIA GeForce RTX 5090 / CUDA 12.9,float,F,T,solve_only,1.084456846,higgs-twitter_reply,0.005828400000
cuSPARSE,NVIDIA GeForce RTX 5090 / CUDA 12.9,float,T,T,solve_only,1,CurlCurl_2,0.02052620000
GeneralSparse,NVIDIA GeForce RTX 5090 / CUDA 12.9,float,F,T,solve_only,1.084456846,CurlCurl_2,0.02254220000
cuSPARSE,NVIDIA GeForce RTX 5090 / CUDA 12.9,float,T,T,solve_only,1,com-LiveJournal_Communities_top5000,0.2231714000
GeneralSparse,NVIDIA GeForce RTX 5090 / CUDA 12.9,float,F,T,solve_only,1.084456846,com-LiveJournal_Communities_top5000,0.01639620000
cuSPARSE,NVIDIA GeForce RTX 5090 / CUDA 12.9,float,T,T,solve_only,1,rgg_n_2_21_s0,0.08379380000
GeneralSparse,NVIDIA GeForce RTX 5090 / CUDA 12.9,float,F,T,solve_only,1.084456846,rgg_n_2_21_s0,0.1094620000
cuSPARSE,NVIDIA GeForce RTX 5090 / CUDA 12.9,float,T,T,solve_only,1,boneS10_M,0.02880980000
GeneralSparse,NVIDIA GeForce RTX 5090 / CUDA 12.9,float,F,T,solve_only,1.084456846,boneS10_M,0.04440480000
cuSPARSE,NVIDIA GeForce RTX 5090 / CUDA 12.9,float,T,T,solve_only,1,com-DBLP,0.01996900000
GeneralSparse,NVIDIA GeForce RTX 5090 / CUDA 12.9,float,F,T,solve_only,1.084456846,com-DBLP,0.02047140000
cuSPARSE,NVIDIA GeForce RTX 5090 / CUDA 12.9,float,T,T,solve_only,1,mhd1280a,0.01023300000
GeneralSparse,NVIDIA GeForce RTX 5090 / CUDA 12.9,float,F,T,solve_only,1.084456846,mhd1280a,0.004098400000
cuSPARSE,NVIDIA GeForce RTX 5090 / CUDA 12.9,float,T,T,solve_only,1,soc-Pokec,0.3010736000
GeneralSparse,NVIDIA GeForce RTX 5090 / CUDA 12.9,float,F,T,solve_only,1.084456846,soc-Pokec,1.362190000
cuSPARSE,NVIDIA GeForce RTX 5090 / CUDA 12.9,float,T,T,solve_only,1,com-Orkut,1.110258600
GeneralSparse,NVIDIA GeForce RTX 5090 / CUDA 12.9,float,F,T,solve_only,1.084456846,com-Orkut,1.803656000
cuSPARSE,NVIDIA GeForce RTX 5090 / CUDA 12.9,float,T,T,solve_only,1,debr_G_03,0.008195400000
GeneralSparse,NVIDIA GeForce RTX 5090 / CUDA 12.9,float,F,T,solve_only,1.084456846,debr_G_03,0.003726200000
cuSPARSE,NVIDIA GeForce RTX 5090 / CUDA 12.9,float,T,T,solve_only,1,dwt_72,0.006422800000
GeneralSparse,NVIDIA GeForce RTX 5090 / CUDA 12.9,float,F,T,solve_only,1.084456846,dwt_72,0.003834200000
cuSPARSE,NVIDIA GeForce RTX 5090 / CUDA 12.9,float,T,T,solve_only,1,pores_1,0.008195400000
GeneralSparse,NVIDIA GeForce RTX 5090 / CUDA 12.9,float,F,T,solve_only,1.084456846,pores_1,0.003632200000
cuSPARSE,NVIDIA GeForce RTX 5090 / CUDA 12.9,float,T,T,solve_only,1,hydr1c_Zeros_28,0.01639240000
GeneralSparse,NVIDIA GeForce RTX 5090 / CUDA 12.9,float,F,T,solve_only,1.084456846,hydr1c_Zeros_28,0.003689800000
cuSPARSE,NVIDIA GeForce RTX 5090 / CUDA 12.9,float,T,T,solve_only,1,TF10,0.008196600000
GeneralSparse,NVIDIA GeForce RTX 5090 / CUDA 12.9,float,F,T,solve_only,1.084456846,TF10,0.003688200000
cuSPARSE,NVIDIA GeForce RTX 5090 / CUDA 12.9,float,T,T,solve_only,1,CAG_mat72,0.008194000000
GeneralSparse,NVIDIA GeForce RTX 5090 / CUDA 12.9,float,F,T,solve_only,1.084456846,CAG_mat72,0.003689800000
cuSPARSE,NVIDIA GeForce RTX 5090 / CUDA 12.9,float,T,T,solve_only,1,impcol_d,0.009009200000
GeneralSparse,NVIDIA GeForce RTX 5090 / CUDA 12.9,float,F,T,solve_only,1.084456846,impcol_d,0.003737400000
cuSPARSE,NVIDIA GeForce RTX 5090 / CUDA 12.9,float,T,T,solve_only,1,celegans_metabolic,0.01121220000
GeneralSparse,NVIDIA GeForce RTX 5090 / CUDA 12.9,float,F,T,solve_only,1.084456846,celegans_metabolic,0.003729600000
cuSPARSE,NVIDIA GeForce RTX 5090 / CUDA 12.9,float,T,T,solve_only,1,oscil_dcop_27,0.008884400000
GeneralSparse,NVIDIA GeForce RTX 5090 / CUDA 12.9,float,F,T,solve_only,1.084456846,oscil_dcop_27,0.003803000000
cuSPARSE,NVIDIA GeForce RTX 5090 / CUDA 12.9,float,T,T,solve_only,1,Reuters911_Day_51,0.02113540000
GeneralSparse,NVIDIA GeForce RTX 5090 / CUDA 12.9,float,F,T,solve_only,1.084456846,Reuters911_Day_51,0.008187800000
cuSPARSE,NVIDIA GeForce RTX 5090 / CUDA 12.9,float,T,T,solve_only,1,tumorAntiAngiogenesis_2,0.009016800000
GeneralSparse,NVIDIA GeForce RTX 5090 / CUDA 12.9,float,F,T,solve_only,1.084456846,tumorAntiAngiogenesis_2,0.003566000000
cuSPARSE,NVIDIA GeForce RTX 5090 / CUDA 12.9,float,T,T,solve_only,1,IG5-9,0.01098300000
GeneralSparse,NVIDIA GeForce RTX 5090 / CUDA 12.9,float,F,T,solve_only,1.084456846,IG5-9,0.003800400000
cuSPARSE,NVIDIA GeForce RTX 5090 / CUDA 12.9,float,T,T,solve_only,1,as-735_G_032,0.01434040000
GeneralSparse,NVIDIA GeForce RTX 5090 / CUDA 12.9,float,F,T,solve_only,1.084456846,as-735_G_032,0.006148600000
cuSPARSE,NVIDIA GeForce RTX 5090 / CUDA 12.9,float,T,T,solve_only,1,as-735_G_081,0.01228940000
GeneralSparse,NVIDIA GeForce RTX 5090 / CUDA 12.9,float,F,T,solve_only,1.084456846,as-735_G_081,0.006148600000
cuSPARSE,NVIDIA GeForce RTX 5090 / CUDA 12.9,float,T,T,solve_only,1,dwb512,0.008973600000
GeneralSparse,NVIDIA GeForce RTX 5090 / CUDA 12.9,float,F,T,solve_only,1.084456846,dwb512,0.003752000000
cuSPARSE,NVIDIA GeForce RTX 5090 / CUDA 12.9,float,T,T,solve_only,1,as-735_G_172,0.01228280000
GeneralSparse,NVIDIA GeForce RTX 5090 / CUDA 12.9,float,F,T,solve_only,1.084456846,as-735_G_172,0.006148600000
cuSPARSE,NVIDIA GeForce RTX 5090 / CUDA 12.9,float,T,T,solve_only,1,bfwb782,0.009241400000
GeneralSparse,NVIDIA GeForce RTX 5090 / CUDA 12.9,float,F,T,solve_only,1.084456846,bfwb782,0.003967600000
cuSPARSE,NVIDIA GeForce RTX 5090 / CUDA 12.9,float,T,T,solve_only,1,as-735_G_296,0.01229420000
GeneralSparse,NVIDIA GeForce RTX 5090 / CUDA 12.9,float,F,T,solve_only,1.084456846,as-735_G_296,0.006148600000
cuSPARSE,NVIDIA GeForce RTX 5090 / CUDA 12.9,float,T,T,solve_only,1,as-735_G_318,0.01221100000
GeneralSparse,NVIDIA GeForce RTX 5090 / CUDA 12.9,float,F,T,solve_only,1.084456846,as-735_G_318,0.008189800000
cuSPARSE,NVIDIA GeForce RTX 5090 / CUDA 12.9,float,T,T,solve_only,1,as-735_G_393,0.01228800000
GeneralSparse,NVIDIA GeForce RTX 5090 / CUDA 12.9,float,F,T,solve_only,1.084456846,as-735_G_393,0.008189800000
cuSPARSE,NVIDIA GeForce RTX 5090 / CUDA 12.9,float,T,T,solve_only,1,as-735_G_460,0.01228140000
GeneralSparse,NVIDIA GeForce RTX 5090 / CUDA 12.9,float,F,T,solve_only,1.084456846,as-735_G_460,0.008191800000
cuSPARSE,NVIDIA GeForce RTX 5090 / CUDA 12.9,float,T,T,solve_only,1,lp_perold,0.009453600000
GeneralSparse,NVIDIA GeForce RTX 5090 / CUDA 12.9,float,F,T,solve_only,1.084456846,lp_perold,0.003926400000
cuSPARSE,NVIDIA GeForce RTX 5090 / CUDA 12.9,float,T,T,solve_only,1,as-735_G_555,0.01028280000
GeneralSparse,NVIDIA GeForce RTX 5090 / CUDA 12.9,float,F,T,solve_only,1.084456846,as-735_G_555,0.008197000000
cuSPARSE,NVIDIA GeForce RTX 5090 / CUDA 12.9,float,T,T,solve_only,1,as-735_G_627,0.01021140000
GeneralSparse,NVIDIA GeForce RTX 5090 / CUDA 12.9,float,F,T,solve_only,1.084456846,as-735_G_627,0.008189800000
cuSPARSE,NVIDIA GeForce RTX 5090 / CUDA 12.9,float,T,T,solve_only,1,as-735_G_681,0.01024120000
GeneralSparse,NVIDIA GeForce RTX 5090 / CUDA 12.9,float,F,T,solve_only,1.084456846,as-735_G_681,0.008197600000
cuSPARSE,NVIDIA GeForce RTX 5090 / CUDA 12.9,float,T,T,solve_only,1,lp_25fv47,0.008958400000
GeneralSparse,NVIDIA GeForce RTX 5090 / CUDA 12.9,float,F,T,solve_only,1.084456846,lp_25fv47,0.003939600000
cuSPARSE,NVIDIA GeForce RTX 5090 / CUDA 12.9,float,T,T,solve_only,1,fpga_dcop_51,0.008877800000
GeneralSparse,NVIDIA GeForce RTX 5090 / CUDA 12.9,float,F,T,solve_only,1.084456846,fpga_dcop_51,0.004099000000
cuSPARSE,NVIDIA GeForce RTX 5090 / CUDA 12.9,float,T,T,solve_only,1,sc205-2r_A_09,0.01115700000
GeneralSparse,NVIDIA GeForce RTX 5090 / CUDA 12.9,float,F,T,solve_only,1.084456846,sc205-2r_A_09,0.004061200000
cuSPARSE,NVIDIA GeForce RTX 5090 / CUDA 12.9,float,T,T,solve_only,1,CollegeMsg,0.01112320000
GeneralSparse,NVIDIA GeForce RTX 5090 / CUDA 12.9,float,F,T,solve_only,1.084456846,CollegeMsg,0.004101400000
cuSPARSE,NVIDIA GeForce RTX 5090 / CUDA 12.9,float,T,T,solve_only,1,delf_A_24,0.01116720000
GeneralSparse,NVIDIA GeForce RTX 5090 / CUDA 12.9,float,F,T,solve_only,1.084456846,delf_A_24,0.004606800000
cuSPARSE,NVIDIA GeForce RTX 5090 / CUDA 12.9,float,T,T,solve_only,1,Oregon-2_G_7,0.01020860000
GeneralSparse,NVIDIA GeForce RTX 5090 / CUDA 12.9,float,F,T,solve_only,1.084456846,Oregon-2_G_7,0.01436240000
cuSPARSE,NVIDIA GeForce RTX 5090 / CUDA 12.9,float,T,T,solve_only,1,adder_dcop_14,0.009717800000
GeneralSparse,NVIDIA GeForce RTX 5090 / CUDA 12.9,float,F,T,solve_only,1.084456846,adder_dcop_14,0.006142800000
cuSPARSE,NVIDIA GeForce RTX 5090 / CUDA 12.9,float,T,T,solve_only,1,extr1b_A_31,0.009012800000
GeneralSparse,NVIDIA GeForce RTX 5090 / CUDA 12.9,float,F,T,solve_only,1.084456846,extr1b_A_31,0.003718000000
cuSPARSE,NVIDIA GeForce RTX 5090 / CUDA 12.9,float,T,T,solve_only,1,adder_trans_02,0.01135180000
GeneralSparse,NVIDIA GeForce RTX 5090 / CUDA 12.9,float,F,T,solve_only,1.084456846,adder_trans_02,0.006142800000
cuSPARSE,NVIDIA GeForce RTX 5090 / CUDA 12.9,float,T,T,solve_only,1,as-caida_G_114,0.01433980000
GeneralSparse,NVIDIA GeForce RTX 5090 / CUDA 12.9,float,F,T,solve_only,1.084456846,as-caida_G_114,0.03685140000
cuSPARSE,NVIDIA GeForce RTX 5090 / CUDA 12.9,float,T,T,solve_only,1,bibd_49_3,0.009141000000
GeneralSparse,NVIDIA GeForce RTX 5090 / CUDA 12.9,float,F,T,solve_only,1.084456846,bibd_49_3,0.004353200000
cuSPARSE,NVIDIA GeForce RTX 5090 / CUDA 12.9,float,T,T,solve_only,1,t2dal_a,0.01061420000
GeneralSparse,NVIDIA GeForce RTX 5090 / CUDA 12.9,float,F,T,solve_only,1.084456846,t2dal_a,0.004492000000
cuSPARSE,NVIDIA GeForce RTX 5090 / CUDA 12.9,float,T,T,solve_only,1,model4,0.01090440000
GeneralSparse,NVIDIA GeForce RTX 5090 / CUDA 12.9,float,F,T,solve_only,1.084456846,model4,0.004182200000
cuSPARSE,NVIDIA GeForce RTX 5090 / CUDA 12.9,float,T,T,solve_only,1,soc-sign-bitcoin-otc_Time,0.01087960000
GeneralSparse,NVIDIA GeForce RTX 5090 / CUDA 12.9,float,F,T,solve_only,1.084456846,soc-sign-bitcoin-otc_Time,0.01023800000
cuSPARSE,NVIDIA GeForce RTX 5090 / CUDA 12.9,float,T,T,solve_only,1,g7jac020sc,0.01060540000
GeneralSparse,NVIDIA GeForce RTX 5090 / CUDA 12.9,float,F,T,solve_only,1.084456846,g7jac020sc,0.006142400000
cuSPARSE,NVIDIA GeForce RTX 5090 / CUDA 12.9,float,T,T,solve_only,1,utm3060,0.01099960000
GeneralSparse,NVIDIA GeForce RTX 5090 / CUDA 12.9,float,F,T,solve_only,1.084456846,utm3060,0.004093600000
cuSPARSE,NVIDIA GeForce RTX 5090 / CUDA 12.9,float,T,T,solve_only,1,as-caida_G_112,0.01069480000
GeneralSparse,NVIDIA GeForce RTX 5090 / CUDA 12.9,float,F,T,solve_only,1.084456846,as-caida_G_112,0.03893380000
cuSPARSE,NVIDIA GeForce RTX 5090 / CUDA 12.9,float,T,T,solve_only,1,scfxm1-2b_A_3,0.01082060000
GeneralSparse,NVIDIA GeForce RTX 5090 / CUDA 12.9,float,F,T,solve_only,1.084456846,scfxm1-2b_A_3,0.006148400000
cuSPARSE,NVIDIA GeForce RTX 5090 / CUDA 12.9,float,T,T,solve_only,1,nh2010,0.01024340000
GeneralSparse,NVIDIA GeForce RTX 5090 / CUDA 12.9,float,F,T,solve_only,1.084456846,nh2010,0.006148400000
cuSPARSE,NVIDIA GeForce RTX 5090 / CUDA 12.9,float,T,T,solve_only,1,t2d_q9_A_04,0.01105240000
GeneralSparse,NVIDIA GeForce RTX 5090 / CUDA 12.9,float,F,T,solve_only,1.084456846,t2d_q9_A_04,0.004124200000
cuSPARSE,NVIDIA GeForce RTX 5090 / CUDA 12.9,float,T,T,solve_only,1,t2d_q4_A_36,0.01019380000
GeneralSparse,NVIDIA GeForce RTX 5090 / CUDA 12.9,float,F,T,solve_only,1.084456846,t2d_q4_A_36,0.003825200000
cuSPARSE,NVIDIA GeForce RTX 5090 / CUDA 12.9,float,T,T,solve_only,1,t2dah_e,0.009222800000
GeneralSparse,NVIDIA GeForce RTX 5090 / CUDA 12.9,float,F,T,solve_only,1.084456846,t2dah_e,0.004459400000
cuSPARSE,NVIDIA GeForce RTX 5090 / CUDA 12.9,float,T,T,solve_only,1,cavity22,0.009049000000
GeneralSparse,NVIDIA GeForce RTX 5090 / CUDA 12.9,float,F,T,solve_only,1.084456846,cavity22,0.006148600000
cuSPARSE,NVIDIA GeForce RTX 5090 / CUDA 12.9,float,T,T,solve_only,1,vsp_vibrobox_scagr7-2c_rlfddd,0.01124560000
GeneralSparse,NVIDIA GeForce RTX 5090 / CUDA 12.9,float,F,T,solve_only,1.084456846,vsp_vibrobox_scagr7-2c_rlfddd,0.01024700000
cuSPARSE,NVIDIA GeForce RTX 5090 / CUDA 12.9,float,T,T,solve_only,1,md2010,0.01241540000
GeneralSparse,NVIDIA GeForce RTX 5090 / CUDA 12.9,float,F,T,solve_only,1.084456846,md2010,0.009067200000
cuSPARSE,NVIDIA GeForce RTX 5090 / CUDA 12.9,float,T,T,solve_only,1,ms2010,0.01228800000
GeneralSparse,NVIDIA GeForce RTX 5090 / CUDA 12.9,float,F,T,solve_only,1.084456846,ms2010,0.008189800000
cuSPARSE,NVIDIA GeForce RTX 5090 / CUDA 12.9,float,T,T,solve_only,1,coAuthorsCiteseer,0.01240860000
GeneralSparse,NVIDIA GeForce RTX 5090 / CUDA 12.9,float,F,T,solve_only,1.084456846,coAuthorsCiteseer,0.01432880000
cuSPARSE,NVIDIA GeForce RTX 5090 / CUDA 12.9,float,T,T,solve_only,1,sx-superuser,0.01903020000
GeneralSparse,NVIDIA GeForce RTX 5090 / CUDA 12.9,float,F,T,solve_only,1.084456846,sx-superuser,0.2329580000
cuSPARSE,NVIDIA GeForce RTX 5090 / CUDA 12.9,float,T,T,solve_only,1,std1_Jac3_db,0.01024220000
GeneralSparse,NVIDIA GeForce RTX 5090 / CUDA 12.9,float,F,T,solve_only,1.084456846,std1_Jac3_db,0.01842500000
cuSPARSE,NVIDIA GeForce RTX 5090 / CUDA 12.9,float,T,T,solve_only,1,lp_nug30,0.01843940000
GeneralSparse,NVIDIA GeForce RTX 5090 / CUDA 12.9,float,F,T,solve_only,1.084456846,lp_nug30,0.01229580000
cuSPARSE,NVIDIA GeForce RTX 5090 / CUDA 12.9,float,T,T,solve_only,1,crashbasis,0.01229500000
GeneralSparse,NVIDIA GeForce RTX 5090 / CUDA 12.9,float,F,T,solve_only,1.084456846,crashbasis,0.006148600000
cuSPARSE,NVIDIA GeForce RTX 5090 / CUDA 12.9,float,T,T,solve_only,1,web-Google,0.06551400000
GeneralSparse,NVIDIA GeForce RTX 5090 / CUDA 12.9,float,F,T,solve_only,1.084456846,web-Google,0.09210820000
cuSPARSE,NVIDIA GeForce RTX 5090 / CUDA 12.9,float,T,T,solve_only,1,crankseg_1,0.01843820000
GeneralSparse,NVIDIA GeForce RTX 5090 / CUDA 12.9,float,F,T,solve_only,1.084456846,crankseg_1,0.03282560000
cuSPARSE,NVIDIA GeForce RTX 5090 / CUDA 12.9,float,T,T,solve_only,1,af_shell7,0.02456980000
GeneralSparse,NVIDIA GeForce RTX 5090 / CUDA 12.9,float,F,T,solve_only,1.084456846,af_shell7,0.04506880000
cuSPARSE,NVIDIA GeForce RTX 5090 / CUDA 12.9,float,T,T,solve_only,1,circuit5M_dc,0.1074990000
GeneralSparse,NVIDIA GeForce RTX 5090 / CUDA 12.9,float,F,T,solve_only,1.084456846,circuit5M_dc,0.1517348000
cuSPARSE,NVIDIA GeForce RTX 5090 / CUDA 12.9,float,T,T,solve_only,1,it-2004,6.005228400
GeneralSparse,NVIDIA GeForce RTX 5090 / CUDA 12.9,float,F,T,solve_only,1.084456846,it-2004,13.83272000
cuSPARSE,NVIDIA GeForce RTX 5090 / CUDA 12.9,float,T,T,solve_only,1,soc-sign-bitcoin-alpha,0.01023680000
GeneralSparse,NVIDIA GeForce RTX 5090 / CUDA 12.9,float,F,T,solve_only,1.084456846,soc-sign-bitcoin-alpha,0.008190800000
cuSPARSE,NVIDIA GeForce RTX 5090 / CUDA 12.9,float,T,T,solve_only,1,soc-sign-bitcoin-otc,0.01012500000
GeneralSparse,NVIDIA GeForce RTX 5090 / CUDA 12.9,float,F,T,solve_only,1.084456846,soc-sign-bitcoin-otc,0.01023700000
cuSPARSE,NVIDIA GeForce RTX 5090 / CUDA 12.9,float,T,T,solve_only,1,TSOPF_RS_b300_c1,0.01228300000
GeneralSparse,NVIDIA GeForce RTX 5090 / CUDA 12.9,float,F,T,solve_only,1.084456846,TSOPF_RS_b300_c1,0.01844300000
cuSPARSE,NVIDIA GeForce RTX 5090 / CUDA 12.9,float,T,T,solve_only,1,soc-sign-bitcoin-alpha_Time,0.01100540000
GeneralSparse,NVIDIA GeForce RTX 5090 / CUDA 12.9,float,F,T,solve_only,1.084456846,soc-sign-bitcoin-alpha_Time,0.008189600000
cuSPARSE,NVIDIA GeForce RTX 5090 / CUDA 12.9,float,T,T,solve_only,1,nd3k,0.01228580000
GeneralSparse,NVIDIA GeForce RTX 5090 / CUDA 12.9,float,F,T,solve_only,1.084456846,nd3k,0.01434480000
cuSPARSE,NVIDIA GeForce RTX 5090 / CUDA 12.9,float,T,T,solve_only,1,soc-Epinions1,0.01433400000
GeneralSparse,NVIDIA GeForce RTX 5090 / CUDA 12.9,float,F,T,solve_only,1.084456846,soc-Epinions1,0.09210100000
cuSPARSE,NVIDIA GeForce RTX 5090 / CUDA 12.9,float,T,T,solve_only,1,nd6k,0.01483980000
GeneralSparse,NVIDIA GeForce RTX 5090 / CUDA 12.9,float,F,T,solve_only,1.084456846,nd6k,0.02661340000
cuSPARSE,NVIDIA GeForce RTX 5090 / CUDA 12.9,float,T,T,solve_only,1,hugetrace-00010,0.3502840000
GeneralSparse,NVIDIA GeForce RTX 5090 / CUDA 12.9,float,F,T,solve_only,1.084456846,hugetrace-00010,0.5263680000
cuSPARSE,NVIDIA GeForce RTX 5090 / CUDA 12.9,float,T,T,solve_only,1,soc-sign-Slashdot081106,0.01434480000
GeneralSparse,NVIDIA GeForce RTX 5090 / CUDA 12.9,float,F,T,solve_only,1.084456846,soc-sign-Slashdot081106,0.03482200000
cuSPARSE,NVIDIA GeForce RTX 5090 / CUDA 12.9,float,T,T,solve_only,1,TSOPF_RS_b678_c1,0.01642340000
GeneralSparse,NVIDIA GeForce RTX 5090 / CUDA 12.9,float,F,T,solve_only,1.084456846,TSOPF_RS_b678_c1,0.02868820000
cuSPARSE,NVIDIA GeForce RTX 5090 / CUDA 12.9,float,T,T,solve_only,1,hugetrace-00020,0.3858458000
GeneralSparse,NVIDIA GeForce RTX 5090 / CUDA 12.9,float,F,T,solve_only,1.084456846,hugetrace-00020,0.7087480000
cuSPARSE,NVIDIA GeForce RTX 5090 / CUDA 12.9,float,T,T,solve_only,1,soc-sign-Slashdot090216,0.01639300000
GeneralSparse,NVIDIA GeForce RTX 5090 / CUDA 12.9,float,F,T,solve_only,1.084456846,soc-sign-Slashdot090216,0.03483600000
cuSPARSE,NVIDIA GeForce RTX 5090 / CUDA 12.9,float,T,T,solve_only,1,TSOPF_RS_b300_c3,0.01639160000
GeneralSparse,NVIDIA GeForce RTX 5090 / CUDA 12.9,float,F,T,solve_only,1.084456846,TSOPF_RS_b300_c3,0.02015200000
cuSPARSE,NVIDIA GeForce RTX 5090 / CUDA 12.9,float,T,T,solve_only,1,hugebubbles-00000,0.7114632000
GeneralSparse,NVIDIA GeForce RTX 5090 / CUDA 12.9,float,F,T,solve_only,1.084456846,hugebubbles-00000,0.7960640000
cuSPARSE,NVIDIA GeForce RTX 5090 / CUDA 12.9,float,T,T,solve_only,1,soc-sign-Slashdot090221,0.01639240000
GeneralSparse,NVIDIA GeForce RTX 5090 / CUDA 12.9,float,F,T,solve_only,1.084456846,soc-sign-Slashdot090221,0.03496840000
cuSPARSE,NVIDIA GeForce RTX 5090 / CUDA 12.9,float,T,T,solve_only,1,nd12k,0.02049060000
GeneralSparse,NVIDIA GeForce RTX 5090 / CUDA 12.9,float,F,T,solve_only,1.084456846,nd12k,0.04503860000
cuSPARSE,NVIDIA GeForce RTX 5090 / CUDA 12.9,float,T,T,solve_only,1,hugebubbles-00010,0.4204176000
GeneralSparse,NVIDIA GeForce RTX 5090 / CUDA 12.9,float,F,T,solve_only,1.084456846,hugebubbles-00010,0.8821420000
cuSPARSE,NVIDIA GeForce RTX 5090 / CUDA 12.9,float,T,T,solve_only,1,soc-Slashdot0811,0.01843800000
GeneralSparse,NVIDIA GeForce RTX 5090 / CUDA 12.9,float,F,T,solve_only,1.084456846,soc-Slashdot0811,0.09448960000
cuSPARSE,NVIDIA GeForce RTX 5090 / CUDA 12.9,float,T,T,solve_only,1,nd24k,0.07779500000
GeneralSparse,NVIDIA GeForce RTX 5090 / CUDA 12.9,float,F,T,solve_only,1.084456846,nd24k,0.1333882000
cuSPARSE,NVIDIA GeForce RTX 5090 / CUDA 12.9,float,T,T,solve_only,1,hugebubbles-00020,0.4515898000
GeneralSparse,NVIDIA GeForce RTX 5090 / CUDA 12.9,float,F,T,solve_only,1.084456846,hugebubbles-00020,0.9535120000
cuSPARSE,NVIDIA GeForce RTX 5090 / CUDA 12.9,float,T,T,solve_only,1,com-Amazon_Communities_top5000,0.01844200000
GeneralSparse,NVIDIA GeForce RTX 5090 / CUDA 12.9,float,F,T,solve_only,1.084456846,com-Amazon_Communities_top5000,0.006142200000
cuSPARSE,NVIDIA GeForce RTX 5090 / CUDA 12.9,float,T,T,solve_only,1,soc-Slashdot0902,0.02047140000
GeneralSparse,NVIDIA GeForce RTX 5090 / CUDA 12.9,float,F,T,solve_only,1.084456846,soc-Slashdot0902,0.1007598000
cuSPARSE,NVIDIA GeForce RTX 5090 / CUDA 12.9,float,T,T,solve_only,1,TSOPF_RS_b2383_c1,0.08599100000
GeneralSparse,NVIDIA GeForce RTX 5090 / CUDA 12.9,float,F,T,solve_only,1.084456846,TSOPF_RS_b2383_c1,0.07171760000
cuSPARSE,NVIDIA GeForce RTX 5090 / CUDA 12.9,float,T,T,solve_only,1,mawi_201512020000,15.25985040
